"Clip_Number","Clip_Path","Location","Group_Name","Group_ID","Long_Path"
3741,"label_groups/sc/3741_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3741_sc_D4.WAV"
3742,"label_groups/sc/3742_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3742_sc_D4.WAV"
3743,"label_groups/sc/3743_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3743_sc_D4.WAV"
3744,"label_groups/sc/3744_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3744_sc_D4.WAV"
3745,"label_groups/sc/3745_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3745_sc_D4.WAV"
3746,"label_groups/sc/3746_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3746_sc_D4.WAV"
3747,"label_groups/sc/3747_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3747_sc_D4.WAV"
3748,"label_groups/mm/3748_mm_D4.WAV","D4","mm",2,"./Audio_Label_194/label_groups/mm/3748_mm_D4.WAV"
3749,"label_groups/sc/3749_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3749_sc_D4.WAV"
3750,"label_groups/sc/3750_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3750_sc_D4.WAV"
3751,"label_groups/sc/3751_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3751_sc_D4.WAV"
3752,"label_groups/sc/3752_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3752_sc_D4.WAV"
3753,"label_groups/mm/3753_mm_D4.WAV","D4","mm",2,"./Audio_Label_194/label_groups/mm/3753_mm_D4.WAV"
3754,"label_groups/sc/3754_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3754_sc_D4.WAV"
3755,"label_groups/sc/3755_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3755_sc_D4.WAV"
3756,"label_groups/mm/3756_mm_D4.WAV","D4","mm",2,"./Audio_Label_194/label_groups/mm/3756_mm_D4.WAV"
3757,"label_groups/sc/3757_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3757_sc_D4.WAV"
3758,"label_groups/sc/3758_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3758_sc_D4.WAV"
3759,"label_groups/sc/3759_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3759_sc_D4.WAV"
3760,"label_groups/sc/3760_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3760_sc_D4.WAV"
3761,"label_groups/sc/3761_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3761_sc_D4.WAV"
3762,"label_groups/sc/3762_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3762_sc_D4.WAV"
3763,"label_groups/sc/3763_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3763_sc_D4.WAV"
3764,"label_groups/sc/3764_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3764_sc_D4.WAV"
3765,"label_groups/mm/3765_mm_D4.WAV","D4","mm",2,"./Audio_Label_194/label_groups/mm/3765_mm_D4.WAV"
3766,"label_groups/sc/3766_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3766_sc_D4.WAV"
3767,"label_groups/sc/3767_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3767_sc_D4.WAV"
3768,"label_groups/sc/3768_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3768_sc_D4.WAV"
3769,"label_groups/sc/3769_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3769_sc_D4.WAV"
3770,"label_groups/sc/3770_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3770_sc_D4.WAV"
3771,"label_groups/sc/3771_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3771_sc_D4.WAV"
3772,"label_groups/mm/3772_mm_D4.WAV","D4","mm",2,"./Audio_Label_194/label_groups/mm/3772_mm_D4.WAV"
3773,"label_groups/sc/3773_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3773_sc_D4.WAV"
3774,"label_groups/sc/3774_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3774_sc_D4.WAV"
3775,"label_groups/mm/3775_mm_D4.WAV","D4","mm",2,"./Audio_Label_194/label_groups/mm/3775_mm_D4.WAV"
3776,"label_groups/gc/3776_gc_D4.WAV","D4","gc",1,"./Audio_Label_194/label_groups/gc/3776_gc_D4.WAV"
3777,"label_groups/sc/3777_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3777_sc_D4.WAV"
3778,"label_groups/sc/3778_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3778_sc_D4.WAV"
3779,"label_groups/sc/3779_sc_D4.WAV","D4","sc",3,"./Audio_Label_194/label_groups/sc/3779_sc_D4.WAV"
3780,"label_groups/background/3780_insect_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3780_insect_D4.WAV"
3781,"label_groups/background/3781_wind_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3781_wind_D4.WAV"
3782,"label_groups/background/3782_wind_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3782_wind_D4.WAV"
3783,"label_groups/background/3783_wind_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3783_wind_D4.WAV"
3784,"label_groups/background/3784_wind_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3784_wind_D4.WAV"
3785,"label_groups/background/3785_wind_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3785_wind_D4.WAV"
3786,"label_groups/background/3786_wind_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3786_wind_D4.WAV"
3787,"label_groups/background/3787_wind_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3787_wind_D4.WAV"
3788,"label_groups/background/3788_wind_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3788_wind_D4.WAV"
3789,"label_groups/background/3789_bird_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3789_bird_D4.WAV"
3790,"label_groups/background/3790_bird_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3790_bird_D4.WAV"
3791,"label_groups/background/3791_bird_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3791_bird_D4.WAV"
3792,"label_groups/background/3792_bird_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3792_bird_D4.WAV"
3793,"label_groups/background/3793_bird_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3793_bird_D4.WAV"
3794,"label_groups/background/3794_insect_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3794_insect_D4.WAV"
3795,"label_groups/background/3795_bird_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3795_bird_D4.WAV"
3796,"label_groups/background/3796_bird_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3796_bird_D4.WAV"
3797,"label_groups/background/3797_wind_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3797_wind_D4.WAV"
3798,"label_groups/background/3798_wind_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3798_wind_D4.WAV"
3799,"label_groups/background/3799_wind_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3799_wind_D4.WAV"
3800,"label_groups/background/3800_wind_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3800_wind_D4.WAV"
3801,"label_groups/background/3801_wind_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3801_wind_D4.WAV"
3802,"label_groups/background/3802_wind_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3802_wind_D4.WAV"
3803,"label_groups/background/3803_bird_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3803_bird_D4.WAV"
3804,"label_groups/background/3804_bird_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3804_bird_D4.WAV"
3805,"label_groups/background/3805_bird_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3805_bird_D4.WAV"
3806,"label_groups/background/3806_bird_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3806_bird_D4.WAV"
3807,"label_groups/background/3807_insect_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3807_insect_D4.WAV"
3808,"label_groups/background/3808_bird_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3808_bird_D4.WAV"
3809,"label_groups/background/3809_bird_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3809_bird_D4.WAV"
3810,"label_groups/background/3810_bird_D4.WAV","D4","background",0,"./Audio_Label_194/label_groups/background/3810_bird_D4.WAV"
3811,"label_groups/background/3811_noise_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3811_noise_D5.WAV"
3812,"label_groups/background/3812_noise_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3812_noise_D5.WAV"
3813,"label_groups/background/3813_noise_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3813_noise_D5.WAV"
3814,"label_groups/background/3814_noise_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3814_noise_D5.WAV"
3815,"label_groups/background/3815_noise_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3815_noise_D5.WAV"
3816,"label_groups/background/3816_noise_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3816_noise_D5.WAV"
3817,"label_groups/background/3817_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3817_bird_D5.WAV"
3818,"label_groups/background/3818_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3818_bird_D5.WAV"
3819,"label_groups/background/3819_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3819_bird_D5.WAV"
3820,"label_groups/background/3820_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3820_bird_D5.WAV"
3821,"label_groups/background/3821_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3821_bird_D5.WAV"
3822,"label_groups/background/3822_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3822_bird_D5.WAV"
3823,"label_groups/background/3823_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3823_bird_D5.WAV"
3824,"label_groups/background/3824_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3824_bird_D5.WAV"
3825,"label_groups/background/3825_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3825_bird_D5.WAV"
3826,"label_groups/background/3826_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3826_bird_D5.WAV"
3827,"label_groups/background/3827_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3827_bird_D5.WAV"
3828,"label_groups/background/3828_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3828_bird_D5.WAV"
3829,"label_groups/background/3829_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3829_bird_D5.WAV"
3830,"label_groups/background/3830_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3830_bird_D5.WAV"
3831,"label_groups/background/3831_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3831_bird_D5.WAV"
3832,"label_groups/background/3832_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3832_bird_D5.WAV"
3833,"label_groups/background/3833_insect_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3833_insect_D5.WAV"
3834,"label_groups/background/3834_insect_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3834_insect_D5.WAV"
3835,"label_groups/background/3835_noise_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3835_noise_D5.WAV"
3836,"label_groups/background/3836_noise_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3836_noise_D5.WAV"
3837,"label_groups/background/3837_noise_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3837_noise_D5.WAV"
3838,"label_groups/background/3838_noise_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3838_noise_D5.WAV"
3839,"label_groups/background/3839_noise_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3839_noise_D5.WAV"
3840,"label_groups/background/3840_noise_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3840_noise_D5.WAV"
3841,"label_groups/background/3841_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3841_bird_D5.WAV"
3842,"label_groups/background/3842_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3842_bird_D5.WAV"
3843,"label_groups/background/3843_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3843_bird_D5.WAV"
3844,"label_groups/background/3844_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3844_bird_D5.WAV"
3845,"label_groups/background/3845_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3845_bird_D5.WAV"
3846,"label_groups/background/3846_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3846_bird_D5.WAV"
3847,"label_groups/background/3847_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3847_bird_D5.WAV"
3848,"label_groups/background/3848_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3848_bird_D5.WAV"
3849,"label_groups/background/3849_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3849_bird_D5.WAV"
3850,"label_groups/background/3850_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3850_bird_D5.WAV"
3851,"label_groups/background/3851_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3851_bird_D5.WAV"
3852,"label_groups/background/3852_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3852_bird_D5.WAV"
3853,"label_groups/background/3853_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3853_bird_D5.WAV"
3854,"label_groups/background/3854_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3854_bird_D5.WAV"
3855,"label_groups/background/3855_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3855_bird_D5.WAV"
3856,"label_groups/background/3856_wind_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3856_wind_D5.WAV"
3857,"label_groups/background/3857_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3857_bird_D5.WAV"
3858,"label_groups/background/3858_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3858_bird_D5.WAV"
3859,"label_groups/background/3859_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3859_bird_D5.WAV"
3860,"label_groups/background/3860_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3860_bird_D5.WAV"
3861,"label_groups/background/3861_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3861_bird_D5.WAV"
3862,"label_groups/background/3862_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3862_bird_D5.WAV"
3863,"label_groups/background/3863_insect_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3863_insect_D5.WAV"
3864,"label_groups/background/3864_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3864_bird_D5.WAV"
3865,"label_groups/background/3865_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3865_bird_D5.WAV"
3866,"label_groups/background/3866_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3866_bird_D5.WAV"
3867,"label_groups/background/3867_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3867_bird_D5.WAV"
3868,"label_groups/gc/3868_gc_D5.WAV","D5","gc",1,"./Audio_Label_194/label_groups/gc/3868_gc_D5.WAV"
3869,"label_groups/mm/3869_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3869_mm_D5.WAV"
3870,"label_groups/mm/3870_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3870_mm_D5.WAV"
3871,"label_groups/mm/3871_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3871_mm_D5.WAV"
3872,"label_groups/mm/3872_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3872_mm_D5.WAV"
3873,"label_groups/mm/3873_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3873_mm_D5.WAV"
3874,"label_groups/mm/3874_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3874_mm_D5.WAV"
3875,"label_groups/mm/3875_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3875_mm_D5.WAV"
3876,"label_groups/mm/3876_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3876_mm_D5.WAV"
3877,"label_groups/mm/3877_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3877_mm_D5.WAV"
3878,"label_groups/gc/3878_gc_D5.WAV","D5","gc",1,"./Audio_Label_194/label_groups/gc/3878_gc_D5.WAV"
3879,"label_groups/mm/3879_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3879_mm_D5.WAV"
3880,"label_groups/sc/3880_sc_D5.WAV","D5","sc",3,"./Audio_Label_194/label_groups/sc/3880_sc_D5.WAV"
3881,"label_groups/mm/3881_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3881_mm_D5.WAV"
3882,"label_groups/mm/3882_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3882_mm_D5.WAV"
3883,"label_groups/sc/3883_sc_D5.WAV","D5","sc",3,"./Audio_Label_194/label_groups/sc/3883_sc_D5.WAV"
3884,"label_groups/sc/3884_sc_D5.WAV","D5","sc",3,"./Audio_Label_194/label_groups/sc/3884_sc_D5.WAV"
3885,"label_groups/mm/3885_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3885_mm_D5.WAV"
3886,"label_groups/mm/3886_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3886_mm_D5.WAV"
3887,"label_groups/sc/3887_sc_D5.WAV","D5","sc",3,"./Audio_Label_194/label_groups/sc/3887_sc_D5.WAV"
3888,"label_groups/mm/3888_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3888_mm_D5.WAV"
3889,"label_groups/gc/3889_gc_D5.WAV","D5","gc",1,"./Audio_Label_194/label_groups/gc/3889_gc_D5.WAV"
3890,"label_groups/sc/3890_sc_D5.WAV","D5","sc",3,"./Audio_Label_194/label_groups/sc/3890_sc_D5.WAV"
3891,"label_groups/mm/3891_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3891_mm_D5.WAV"
3892,"label_groups/sc/3892_sc_D5.WAV","D5","sc",3,"./Audio_Label_194/label_groups/sc/3892_sc_D5.WAV"
3893,"label_groups/mm/3893_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3893_mm_D5.WAV"
3894,"label_groups/sc/3894_sc_D5.WAV","D5","sc",3,"./Audio_Label_194/label_groups/sc/3894_sc_D5.WAV"
3895,"label_groups/mm/3895_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3895_mm_D5.WAV"
3896,"label_groups/sc/3896_sc_D5.WAV","D5","sc",3,"./Audio_Label_194/label_groups/sc/3896_sc_D5.WAV"
3897,"label_groups/mm/3897_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3897_mm_D5.WAV"
3898,"label_groups/sc/3898_sc_D5.WAV","D5","sc",3,"./Audio_Label_194/label_groups/sc/3898_sc_D5.WAV"
3899,"label_groups/mm/3899_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3899_mm_D5.WAV"
3900,"label_groups/mm/3900_mm_D5.WAV","D5","mm",2,"./Audio_Label_194/label_groups/mm/3900_mm_D5.WAV"
3901,"label_groups/gc/3901_gc_D5.WAV","D5","gc",1,"./Audio_Label_194/label_groups/gc/3901_gc_D5.WAV"
3902,"label_groups/background/3902_wind_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3902_wind_D5.WAV"
3903,"label_groups/background/3903_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3903_bird_D5.WAV"
3904,"label_groups/background/3904_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3904_bird_D5.WAV"
3905,"label_groups/background/3905_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3905_bird_D5.WAV"
3906,"label_groups/background/3906_wind_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3906_wind_D5.WAV"
3907,"label_groups/background/3907_wind_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3907_wind_D5.WAV"
3908,"label_groups/background/3908_wind_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3908_wind_D5.WAV"
3909,"label_groups/background/3909_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3909_bird_D5.WAV"
3910,"label_groups/background/3910_wind_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3910_wind_D5.WAV"
3911,"label_groups/background/3911_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3911_bird_D5.WAV"
3912,"label_groups/background/3912_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3912_bird_D5.WAV"
3913,"label_groups/background/3913_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3913_bird_D5.WAV"
3914,"label_groups/background/3914_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3914_bird_D5.WAV"
3915,"label_groups/background/3915_insect_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3915_insect_D5.WAV"
3916,"label_groups/background/3916_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3916_bird_D5.WAV"
3917,"label_groups/background/3917_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3917_bird_D5.WAV"
3918,"label_groups/background/3918_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3918_bird_D5.WAV"
3919,"label_groups/background/3919_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3919_bird_D5.WAV"
3920,"label_groups/background/3920_bird_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3920_bird_D5.WAV"
3921,"label_groups/background/3921_noise_D5.WAV","D5","background",0,"./Audio_Label_194/label_groups/background/3921_noise_D5.WAV"
3922,"label_groups/background/3922_wind_D6.WAV","D6","background",0,"./Audio_Label_194/label_groups/background/3922_wind_D6.WAV"
3923,"label_groups/background/3923_wind_D6.WAV","D6","background",0,"./Audio_Label_194/label_groups/background/3923_wind_D6.WAV"
3924,"label_groups/background/3924_wind_D6.WAV","D6","background",0,"./Audio_Label_194/label_groups/background/3924_wind_D6.WAV"
3925,"label_groups/background/3925_wind_D6.WAV","D6","background",0,"./Audio_Label_194/label_groups/background/3925_wind_D6.WAV"
3926,"label_groups/gc/3926_gc_D6.WAV","D6","gc",1,"./Audio_Label_194/label_groups/gc/3926_gc_D6.WAV"
3927,"label_groups/mm/3927_mm_D6.WAV","D6","mm",2,"./Audio_Label_194/label_groups/mm/3927_mm_D6.WAV"
3928,"label_groups/mm/3928_mm_D6.WAV","D6","mm",2,"./Audio_Label_194/label_groups/mm/3928_mm_D6.WAV"
3929,"label_groups/mm/3929_mm_D6.WAV","D6","mm",2,"./Audio_Label_194/label_groups/mm/3929_mm_D6.WAV"
3930,"label_groups/mm/3930_mm_D6.WAV","D6","mm",2,"./Audio_Label_194/label_groups/mm/3930_mm_D6.WAV"
3931,"label_groups/mm/3931_mm_D6.WAV","D6","mm",2,"./Audio_Label_194/label_groups/mm/3931_mm_D6.WAV"
3932,"label_groups/gc/3932_gc_D6.WAV","D6","gc",1,"./Audio_Label_194/label_groups/gc/3932_gc_D6.WAV"
3933,"label_groups/mm/3933_mm_D6.WAV","D6","mm",2,"./Audio_Label_194/label_groups/mm/3933_mm_D6.WAV"
3934,"label_groups/mm/3934_mm_D6.WAV","D6","mm",2,"./Audio_Label_194/label_groups/mm/3934_mm_D6.WAV"
3935,"label_groups/mm/3935_mm_D6.WAV","D6","mm",2,"./Audio_Label_194/label_groups/mm/3935_mm_D6.WAV"
3936,"label_groups/mm/3936_mm_D6.WAV","D6","mm",2,"./Audio_Label_194/label_groups/mm/3936_mm_D6.WAV"
3937,"label_groups/mm/3937_mm_D6.WAV","D6","mm",2,"./Audio_Label_194/label_groups/mm/3937_mm_D6.WAV"
3938,"label_groups/mm/3938_mm_D6.WAV","D6","mm",2,"./Audio_Label_194/label_groups/mm/3938_mm_D6.WAV"
3939,"label_groups/mm/3939_mm_D6.WAV","D6","mm",2,"./Audio_Label_194/label_groups/mm/3939_mm_D6.WAV"
3940,"label_groups/mm/3940_mm_D6.WAV","D6","mm",2,"./Audio_Label_194/label_groups/mm/3940_mm_D6.WAV"
3941,"label_groups/mm/3941_mm_D6.WAV","D6","mm",2,"./Audio_Label_194/label_groups/mm/3941_mm_D6.WAV"
3942,"label_groups/mm/3942_mm_D6.WAV","D6","mm",2,"./Audio_Label_194/label_groups/mm/3942_mm_D6.WAV"
3943,"label_groups/mm/3943_mm_D6.WAV","D6","mm",2,"./Audio_Label_194/label_groups/mm/3943_mm_D6.WAV"
3944,"label_groups/mm/3944_mm_D6.WAV","D6","mm",2,"./Audio_Label_194/label_groups/mm/3944_mm_D6.WAV"
3945,"label_groups/mm/3945_mm_D6.WAV","D6","mm",2,"./Audio_Label_194/label_groups/mm/3945_mm_D6.WAV"
3946,"label_groups/mm/3946_mm_D6.WAV","D6","mm",2,"./Audio_Label_194/label_groups/mm/3946_mm_D6.WAV"
3947,"label_groups/mm/3947_mm_D6.WAV","D6","mm",2,"./Audio_Label_194/label_groups/mm/3947_mm_D6.WAV"
3948,"label_groups/background/3948_bird_D6.WAV","D6","background",0,"./Audio_Label_194/label_groups/background/3948_bird_D6.WAV"
3949,"label_groups/background/3949_bird_D6.WAV","D6","background",0,"./Audio_Label_194/label_groups/background/3949_bird_D6.WAV"
3950,"label_groups/background/3950_bird_D6.WAV","D6","background",0,"./Audio_Label_194/label_groups/background/3950_bird_D6.WAV"
3951,"label_groups/background/3951_bird_D6.WAV","D6","background",0,"./Audio_Label_194/label_groups/background/3951_bird_D6.WAV"
3952,"label_groups/background/3952_bird_D6.WAV","D6","background",0,"./Audio_Label_194/label_groups/background/3952_bird_D6.WAV"
3953,"label_groups/background/3953_bird_D6.WAV","D6","background",0,"./Audio_Label_194/label_groups/background/3953_bird_D6.WAV"
3954,"label_groups/background/3954_bird_D6.WAV","D6","background",0,"./Audio_Label_194/label_groups/background/3954_bird_D6.WAV"
3955,"label_groups/background/3955_bird_D6.WAV","D6","background",0,"./Audio_Label_194/label_groups/background/3955_bird_D6.WAV"
3956,"label_groups/background/3956_bird_D6.WAV","D6","background",0,"./Audio_Label_194/label_groups/background/3956_bird_D6.WAV"
3957,"label_groups/background/3957_bird_D6.WAV","D6","background",0,"./Audio_Label_194/label_groups/background/3957_bird_D6.WAV"
